Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Liberia,LBR,2017,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,34.0922584533691
Liberia,LBR,2007,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,27.0349102020264
Liberia,LBR,1984,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,19.3027896881104
Liberia,LBR,2017,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,62.6965599060059
Liberia,LBR,2007,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,60.7748107910156
Liberia,LBR,1984,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,44.8793182373047
Liberia,LBR,2020,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.995360016822815
Liberia,LBR,2017,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.990890026092529
Liberia,LBR,2016,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.993110001087189
Liberia,LBR,2015,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.899469971656799
Liberia,LBR,2014,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.915729999542236
Liberia,LBR,2011,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.912090003490448
Liberia,LBR,2009,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.893559992313385
Liberia,LBR,2008,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.908850014209747
Liberia,LBR,2006,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.922100007534027
Liberia,LBR,2000,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.737049996852875
Liberia,LBR,1999,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.75084000825882
Liberia,LBR,1998,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.651849985122681
Liberia,LBR,1980,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.549329996109009
Liberia,LBR,1979,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.584010004997253
Liberia,LBR,1978,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.558300018310547
Liberia,LBR,1976,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.485460013151169
Liberia,LBR,1975,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.501259982585907
Liberia,LBR,1972,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.467299997806549
Liberia,LBR,1971,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.438010007143021
Liberia,LBR,1970,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.421369999647141
Liberia,LBR,2020,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.988730013370514
Liberia,LBR,2015,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.863579988479614
Liberia,LBR,2014,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.876460015773773
Liberia,LBR,2011,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.88358998298645
Liberia,LBR,2000,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.736270010471344
Liberia,LBR,1999,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.728529989719391
Liberia,LBR,1980,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.499779999256134
Liberia,LBR,1979,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.517009973526001
Liberia,LBR,1978,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.50722998380661
Liberia,LBR,1976,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.437849998474121
Liberia,LBR,1975,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.450549989938736
Liberia,LBR,1972,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.423759996891022
Liberia,LBR,1971,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.404379993677139
Liberia,LBR,1970,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.393290013074875
Liberia,LBR,2020,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.976689994335175
Liberia,LBR,2015,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.769400000572205
Liberia,LBR,2014,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.772669970989227
Liberia,LBR,2011,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.813409984111786
Liberia,LBR,2000,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.731090009212494
Liberia,LBR,1999,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.653129994869232
Liberia,LBR,1980,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.385509997606277
Liberia,LBR,1979,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.375200003385544
Liberia,LBR,1978,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.388790011405945
Liberia,LBR,1976,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.309960007667542
Liberia,LBR,1975,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.321799993515015
Liberia,LBR,1972,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.283100008964539
Liberia,LBR,1971,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.281399995088577
Liberia,LBR,1970,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.285569995641708
Liberia,LBR,2012,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.609510004520416
Liberia,LBR,2010,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.516799986362457
Liberia,LBR,2000,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.533079981803894
Liberia,LBR,1999,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.230509996414185
Liberia,LBR,1987,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.31674000620842
Liberia,LBR,1979,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.387769997119904
Liberia,LBR,1975,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.274809986352921
Liberia,LBR,1973,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.307179987430573
Liberia,LBR,1972,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.303050011396408
Liberia,LBR,1971,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.241459995508194
Liberia,LBR,1970,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.265780001878738
Liberia,LBR,2020,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,133.945343017578
Liberia,LBR,2017,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,125.735488891602
Liberia,LBR,2016,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,135.103622436523
Liberia,LBR,2015,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,154.664047241211
Liberia,LBR,2014,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,160.292083740234
Liberia,LBR,2000,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,70.7416076660156
Liberia,LBR,1999,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,41.7694892883301
Liberia,LBR,1998,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,24.1024398803711
Liberia,LBR,1980,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,58.1349296569824
Liberia,LBR,1979,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,51.5081481933594
Liberia,LBR,1978,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,47.194091796875
Liberia,LBR,1976,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,39.1226196289063
Liberia,LBR,1975,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,44.0591201782227
Liberia,LBR,1972,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,41.5856018066406
Liberia,LBR,1971,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,38.4699516296387
Liberia,LBR,1970,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,35.6482200622559
Liberia,LBR,2020,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,123.234092712402
Liberia,LBR,2017,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,124.644119262695
Liberia,LBR,2016,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,133.626205444336
Liberia,LBR,2015,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,160.860275268555
Liberia,LBR,2014,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,159.878631591797
Liberia,LBR,2000,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,80.4308395385742
Liberia,LBR,1999,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,55.471061706543
Liberia,LBR,1998,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,37.4647789001465
Liberia,LBR,1980,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,79.1355895996094
Liberia,LBR,1979,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,76.0486831665039
Liberia,LBR,1978,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,66.9326934814453
Liberia,LBR,1976,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,59.0774917602539
Liberia,LBR,1975,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,64.6086807250977
Liberia,LBR,1972,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,66.3650817871094
Liberia,LBR,1971,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,61.6791191101074
Liberia,LBR,1970,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,57.5024490356445
Liberia,LBR,2017,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,54.441780090332
Liberia,LBR,2016,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,59.9497489929199
Liberia,LBR,2014,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,52.7692184448242
Liberia,LBR,2011,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,57.9323883056641
Liberia,LBR,2009,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,52.5697593688965
Liberia,LBR,2008,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,53.3350982666016
Liberia,LBR,2006,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,57.5583686828613
Liberia,LBR,1978,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,17.215259552002
Liberia,LBR,2017,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,59.9895095825195
Liberia,LBR,2016,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,61.6378746032715
Liberia,LBR,2014,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,63.3275184631348
Liberia,LBR,2011,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,69.8286895751953
Liberia,LBR,2009,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,64.5451278686523
Liberia,LBR,2008,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,64.0025482177734
Liberia,LBR,2006,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,69.9421234130859
Liberia,LBR,1978,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,38.550220489502
Liberia,LBR,2016,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,26.1587505340576
Liberia,LBR,1974,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,4.54401016235352
Liberia,LBR,2016,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,59.7636909484863
Liberia,LBR,1974,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,15.78600025177
Liberia,LBR,2016,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,41.5743789672852
Liberia,LBR,1974,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,10.3186502456665
Liberia,LBR,2017,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,48.85787
Liberia,LBR,2016,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,48.92962
Liberia,LBR,2015,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,46.467
Liberia,LBR,2014,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,46.92687
Liberia,LBR,2011,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,46.91313
Liberia,LBR,2009,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,46.46716
Liberia,LBR,2008,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,46.91778
Liberia,LBR,2006,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,47.32556
Liberia,LBR,2000,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,41.91934
Liberia,LBR,1999,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,42.37951
Liberia,LBR,1998,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,38.97761
Liberia,LBR,1980,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,35.40987
Liberia,LBR,1979,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,36.8749
Liberia,LBR,1978,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,35.89724
Liberia,LBR,1976,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,32.87466
Liberia,LBR,1975,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,33.62324
Liberia,LBR,1972,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,32.27115
Liberia,LBR,1971,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,30.94081
Liberia,LBR,1970,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,30.15072
Liberia,LBR,2020,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,72.188102722168
Liberia,LBR,2017,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,78.9959564208984
Liberia,LBR,2016,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,83.2650527954102
Liberia,LBR,2015,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,84.7049026489258
Liberia,LBR,2014,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,87.8553619384766
Liberia,LBR,2011,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,95.4435501098633
Liberia,LBR,2009,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,90.3668212890625
Liberia,LBR,2008,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,84.2576675415039
Liberia,LBR,2006,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,86.2245712280273
Liberia,LBR,2000,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,94.6230773925781
Liberia,LBR,1999,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,79.6577224731445
Liberia,LBR,1998,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,58.1450500488281
Liberia,LBR,1980,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,33.5539016723633
Liberia,LBR,1979,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,33.1772117614746
Liberia,LBR,1978,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,32.2951011657715
Liberia,LBR,1976,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,24.5217895507812
Liberia,LBR,1975,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,27.0207405090332
Liberia,LBR,1972,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,24.6782302856445
Liberia,LBR,1971,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,22.9791507720947
Liberia,LBR,1970,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,21.795280456543
Liberia,LBR,2020,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,73.6344223022461
Liberia,LBR,2017,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,80.8377914428711
Liberia,LBR,2016,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,85.0178833007812
Liberia,LBR,2015,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,95.5465927124023
Liberia,LBR,2014,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,97.3974304199219
Liberia,LBR,2011,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,106.308967590332
Liberia,LBR,2009,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,102.800361633301
Liberia,LBR,2008,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,94.3039321899414
Liberia,LBR,2006,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,95.3284683227539
Liberia,LBR,2000,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,131.42626953125
Liberia,LBR,1999,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,108.590423583984
Liberia,LBR,1998,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,91.2589111328125
Liberia,LBR,1980,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,62.3590812683105
Liberia,LBR,1979,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,57.6440010070801
Liberia,LBR,1978,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,58.2860984802246
Liberia,LBR,1976,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,50.2295989990234
Liberia,LBR,1975,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,53.3623313903809
Liberia,LBR,1972,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,51.8922500610352
Liberia,LBR,1971,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,51.4377899169922
Liberia,LBR,1970,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,50.7145881652832
Liberia,LBR,2017,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,99.31144
Liberia,LBR,2016,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,93.67243
Liberia,LBR,2014,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,123.11869
Liberia,LBR,2011,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,126.64214
Liberia,LBR,2009,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,130.81876
Liberia,LBR,2008,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,111.53899
Liberia,LBR,1978,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,46.19307
Liberia,LBR,2017,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,99.6747
Liberia,LBR,2016,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,93.2191
Liberia,LBR,2014,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,131.92716
Liberia,LBR,2011,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,135.6036
Liberia,LBR,2009,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,143.72662
Liberia,LBR,2008,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,119.69125
Liberia,LBR,1978,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,73.30261
Liberia,LBR,2017,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,44.40058
Liberia,LBR,2014,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,37.33524
Liberia,LBR,2008,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,42.36552
Liberia,LBR,2006,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,36.13472
Liberia,LBR,1999,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,42.04987
Liberia,LBR,2017,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,44.11589
Liberia,LBR,2014,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,39.40625
Liberia,LBR,2008,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,45.17725
Liberia,LBR,2006,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,36.03864
Liberia,LBR,1999,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,54.03433
Liberia,LBR,2011,"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,6.51194
Liberia,LBR,2009,"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,7.59353
Liberia,LBR,2008,"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,6.92182
Liberia,LBR,2011,"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,6.81844
Liberia,LBR,2009,"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,7.73454
Liberia,LBR,2008,"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,6.91443
Liberia,LBR,2016,"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,54.3791885375977
Liberia,LBR,2008,"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,76.7902526855469
Liberia,LBR,2016,"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,55.5544204711914
Liberia,LBR,2008,"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,86.2468795776367
Liberia,LBR,2016,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,44.4406585693359
Liberia,LBR,2008,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,61.9166717529297
Liberia,LBR,2016,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,48.407958984375
Liberia,LBR,2008,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,73.2571563720703
Liberia,LBR,2017,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,7.23619
Liberia,LBR,2015,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,4.61415
Liberia,LBR,2014,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,6.49346
Liberia,LBR,2011,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,6.87671
